"rgn_id","sciname","category"
1,"Alopias vulpinus","VU"
2,"Alopias vulpinus","VU"
6,"Alopias vulpinus","VU"
1,"Anadara tuberculosa",
2,"Anadara tuberculosa",
6,"Anadara tuberculosa",
1,"Balaenoptera musculus","EN"
2,"Balaenoptera musculus","EN"
6,"Balaenoptera musculus","EN"
1,"Cetorhinus maximus","VU"
2,"Cetorhinus maximus","VU"
6,"Cetorhinus maximus","VU"
1,"Chelonia mydas","NT"
2,"Chelonia mydas","NT"
6,"Chelonia mydas","NT"
1,"Crocodylus acutus","CR"
2,"Crocodylus acutus","CR"
6,"Crocodylus acutus","CR"
1,"Dermochelys coriacea","VU"
2,"Dermochelys coriacea","VU"
6,"Dermochelys coriacea","VU"
1,"Eretmochelys imbricata","NT"
2,"Eretmochelys imbricata","NT"
6,"Eretmochelys imbricata","NT"
1,"Fregata magnificens","LC"
2,"Fregata magnificens","LC"
6,"Fregata magnificens","LC"
1,"Hippocampus ingens","VU"
2,"Hippocampus ingens","VU"
6,"Hippocampus ingens","VU"
1,"Isurus oxyrinchus","VU"
2,"Isurus oxyrinchus","VU"
6,"Isurus oxyrinchus","VU"
1,"Lepidochelys olivacea","DD"
2,"Lepidochelys olivacea","DD"
6,"Lepidochelys olivacea","DD"
1,"Megaptera novaeangliae","VU"
2,"Megaptera novaeangliae","VU"
6,"Megaptera novaeangliae","VU"
1,"Otaria byronia","LC"
2,"Otaria byronia","LC"
6,"Otaria byronia","LC"
1,"Pelecanus occidentalis","LC"
2,"Pelecanus occidentalis","LC"
6,"Pelecanus occidentalis","LC"
1,"Phoebastria irrorata","VU"
2,"Phoebastria irrorata","VU"
6,"Phoebastria irrorata","VU"
1,"Phoenicopterus chilensis","NT"
2,"Phoenicopterus chilensis","NT"
6,"Phoenicopterus chilensis","NT"
1,"Platalea ajaja","LC"
2,"Platalea ajaja","LC"
6,"Platalea ajaja","LC"
1,"Prionace glauca","NT"
2,"Prionace glauca","NT"
6,"Prionace glauca","NT"
1,"Rhincodon typus","VU"
2,"Rhincodon typus","VU"
6,"Rhincodon typus","VU"
1,"Sula nebouxii","LC"
2,"Sula nebouxii","LC"
6,"Sula nebouxii","LC"
1,"Tursiops truncatus","VU"
2,"Tursiops truncatus","VU"
6,"Tursiops truncatus","VU"
1,"Ucides occidentalis",
2,"Ucides occidentalis",
6,"Ucides occidentalis",
