"rgn_id","sciname","popn_trend"
1,"Alopias pelagicus","Decreasing"
2,"Alopias pelagicus","Decreasing"
6,"Alopias pelagicus","Decreasing"
1,"Balaenoptera musculus","Increasing"
2,"Balaenoptera musculus","Increasing"
6,"Balaenoptera musculus","Increasing"
1,"Cetorhinus maximus","Decreasing"
2,"Cetorhinus maximus","Decreasing"
6,"Cetorhinus maximus","Decreasing"
1,"Chelonya mydas","Decreasing"
2,"Chelonya mydas","Decreasing"
6,"Chelonya mydas","Decreasing"
1,"Dermochelys coriacea","Decreasing"
2,"Dermochelys coriacea","Decreasing"
6,"Dermochelys coriacea","Decreasing"
1,"Eretmochelis imbricata","Decreasing"
2,"Eretmochelis imbricata","Decreasing"
6,"Eretmochelis imbricata","Decreasing"
1,"Fregata magnificens","Increasing"
2,"Fregata magnificens","Increasing"
6,"Fregata magnificens","Increasing"
1,"Isurus oxyrinchus","Decreasing"
2,"Isurus oxyrinchus","Decreasing"
6,"Isurus oxyrinchus","Decreasing"
1,"Lepidochelis olivacea","Decreasing"
2,"Lepidochelis olivacea","Decreasing"
6,"Lepidochelis olivacea","Decreasing"
1,"Megaptera novaengliae","Increasing"
2,"Megaptera novaengliae","Increasing"
6,"Megaptera novaengliae","Increasing"
1,"Otaria byronia","Stable"
2,"Otaria byronia","Stable"
6,"Otaria byronia","Stable"
1,"Pelecanus occidentalis","Increasing"
2,"Pelecanus occidentalis","Increasing"
6,"Pelecanus occidentalis","Increasing"
1,"Phoebastria irrorata","Decreasing"
2,"Phoebastria irrorata","Decreasing"
6,"Phoebastria irrorata","Decreasing"
1,"Phoenicopterus chilensis","Decreasing"
2,"Phoenicopterus chilensis","Decreasing"
6,"Phoenicopterus chilensis","Decreasing"
1,"Platalea ajaja","Stable"
2,"Platalea ajaja","Stable"
6,"Platalea ajaja","Stable"
1,"Prionace glauca","Unknown"
2,"Prionace glauca","Unknown"
6,"Prionace glauca","Unknown"
1,"Rhincondon typus","Decreasing"
2,"Rhincondon typus","Decreasing"
6,"Rhincondon typus","Decreasing"
1,"Sula nebouxii","Stable"
2,"Sula nebouxii","Stable"
6,"Sula nebouxii","Stable"
1,"Tursiops truncatus","Unknown"
2,"Tursiops truncatus","Unknown"
6,"Tursiops truncatus","Unknown"
