rgn_id,sciname,category
1,Alopias pelagicus,VU
2,Alopias pelagicus,VU
6,Alopias pelagicus,VU
1,Balaenoptera musculus,EN
2,Balaenoptera musculus,EN
6,Balaenoptera musculus,EN
1,Cetorhinus maximus,VU
2,Cetorhinus maximus,VU
6,Cetorhinus maximus,VU
1,Chelonya mydas,EN
2,Chelonya mydas,EN
6,Chelonya mydas,EN
1,Dermochelys coriacea,VU
2,Dermochelys coriacea,VU
6,Dermochelys coriacea,VU
1,Eretmochelis imbricata,CR
2,Eretmochelis imbricata,CR
6,Eretmochelis imbricata,CR
1,Fregata magnificens,LC
2,Fregata magnificens,LC
6,Fregata magnificens,LC
1,Isurus oxyrinchus,VU
2,Isurus oxyrinchus,VU
6,Isurus oxyrinchus,VU
1,Lepidochelis olivacea,VU
2,Lepidochelis olivacea,VU
6,Lepidochelis olivacea,VU
1,Megaptera novaengliae,LC
2,Megaptera novaengliae,LC
6,Megaptera novaengliae,LC
1,Otaria byronia,LC
2,Otaria byronia,LC
6,Otaria byronia,LC
1,Pelecanus occidentalis,LC
2,Pelecanus occidentalis,LC
6,Pelecanus occidentalis,LC
1,Phoebastria irrorata,CR
2,Phoebastria irrorata,CR
6,Phoebastria irrorata,CR
1,Phoenicopterus chilensis,NT
2,Phoenicopterus chilensis,NT
6,Phoenicopterus chilensis,NT
1,Platalea ajaja,LC
2,Platalea ajaja,LC
6,Platalea ajaja,LC
1,Prionace glauca,NT
2,Prionace glauca,NT
6,Prionace glauca,NT
1,Rhincondon typus,VU
2,Rhincondon typus,VU
6,Rhincondon typus,VU
1,Sula nebouxii,LC
2,Sula nebouxii,LC
6,Sula nebouxii,LC
1,Tursiops truncatus,LC
2,Tursiops truncatus,LC
6,Tursiops truncatus,LC
1,Procambarus clarkii,VU
2,Procambarus clarkii,VU
6,Procambarus clarkii,VU
1,Anadara tuberculosa,VU
2,Anadara tuberculosa,VU
6,Anadara tuberculosa,VU
